title,artist
Christmas (Baby Please Come Home),Michael Bublé
18,One Direction
Love Me Now,Kygo
can't leave without it,21 Savage
Carolina,Taylor Swift
Foot Fungus,Ski Mask The Slump God
LOVE YOU BETTER,Future
COLT,Samra
Mios mit Bars,Luciano
Dreamcatcher,Metro Boomin
Royal Rumble,Kalazh44
love race,mgk
Chunky,Bruno Mars
"If I'm Lyin, I'm Flyin",Kodak Black
Avalanche,Migos
Walking in the Wind,One Direction
Doja,$NOT
Took His Time,Lil Wayne
One Point Perspective,Arctic Monkeys
Hot In It,Tiësto
Si Tu Novio Te Deja Sola,J Balvin
The Joker And The Queen,Ed Sheeran
Epidemic,Polo G
Richer,Rod Wave
SUGA's Interlude,Halsey
My Kind Of Present,Meghan Trainor
Dark Side,Blind Channel
Estamos Bien,Don Khuma
YO LE LLEGO,J Balvin
WILSHIRE,"Tyler, The Creator"
FOR A NUT,Future
BoomTrap Protocol,Logic
People You Know,Selena Gomez
Voice of the Heroes,Lil Baby
Shining,DJ Khaled
Not Finished,Lil Baby
Modern Slavery,Huncho Jack
More Time,Pop Smoke
SHUM,Go_A
Aute Cuture,ROSALÍA
A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS
Inside Out,The Chainsmokers
Urgency,Lil Uzi Vert
Angst,Loredana
Power,Little Mix
up at night,Kehlani
Chloraseptic,Eminem
Birthday,Anne-Marie
Hotel,Kid Ink
Happy Xmas (War Is Over),Céline Dion
Baila Conmigo,Juan Magán
Depende,Dj Guuga
All Bad,Future
Pop Out,Lil Baby
Too Easy,Gunna
"Manike (From ""Thank God"")",Yohani
Warm It Up,Logic
Real Spill,Lil Baby
Coupe,Pop Smoke
Once A Day,Mac Miller
Patience,KSI
Collide,Ed Sheeran
Dime Cómo Quieres,Christian Nodal
VOID,Lil Nas X
Elliot's Song,Dominic Fike
Red Eye,Justin Bieber
Bad Bitch From Tokyo (Intro),Pop Smoke
Free Spirit,Khalid
Angel,The Weeknd
Keine Liebe,RIN
RONDO,6ix9ine
When I’m Alone,Post Malone
Donuts,Gzuz
Beautiful Trip,Kid Cudi
I Tuoi Particolari,Ultimo
Snitching,Pop Smoke
A$AP Forever REMIX,A$AP Rocky
Nothing Really Matters,Mr. Probz
Wizard Of Oz,Logic
Leave Your Life,Ed Sheeran
LET IT GO,DJ Khaled
Be Like Me,Lil Pump
Estamos Bien,Street Rappers
Nummer 1,Capital Bra
"Morad: Bzrp Music Sessions, Vol. 47",Bizarrap
1000 Doves,Lady Gaga
The Void,Kid Cudi
uh oh,Tate McRae
Poesia Acústica 13,Pineapple StormTv
Kills You Slowly,The Chainsmokers
RAW SHIT,DaBaby
Trillionaire,Future
2CB,RAF Camora
Belki,Dedublüman
Ronin,Bushido
Miserable Man,David Kushner
Summer Cem,Summer Cem
Love Lost,Mac Miller
0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER
Magic,Thomas Gold
RISE!,"Tyler, The Creator"
JUMP,DaBaby
bloody valentine,mgk
My Dawg,21 Savage
Same Drugs,Chance the Rapper
SloMo,Chanel
Lotus,Lil Uzi Vert
Boys Will Be Boys,Dua Lipa
MODUS,Joji
777,Bruno Mars
Don't Play That,King Von
Big Drip,Ufo361
E.T.A.,Justin Bieber
Life On Mars? - 1999 Remastered Version,David Bowie
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus
D.M.B.,A$AP Rocky
Auto Blu,Shiva
Te Amo Demais,Marília Mendonça
Ruff Ryders' Anthem,DMX
BIG TIME,DJ Khaled
Maman ne le sait pas,Ninho
Lazarus,David Bowie
Nowhere Fast,Eminem
Jesus Lord pt 2,Kanye West
Detox,Lil Baby
CHICKEN TERIYAKI,ROSALÍA
What's Free,Meek Mill
Lithuania,Big Sean
Fallin' All In You,Shawn Mendes
Stupid Again,Tory Lanez
Madonna,Bausa
Hands,Mac Miller
Ciao Ciao,La rappresentante di lista
Chicken Noodle Soup,j-hope
West Coast Shit,Pop Smoke
Errbody,Lil Baby
Los Dioses,Anuel AA
"Belly, The Weeknd - Die For It (ft. Nas)",Belly
Shot,Ufo361
King Of My City,A Boogie Wit da Hoodie
Borderline,Tame Impala
Terremoto,Anitta
Make It To Christmas,Alessia Cara
Tranquility Base Hotel & Casino,Arctic Monkeys
CLOUDS,NF
1.5,21 Savage
TOUT VA BIEN,Alonzo
That’s When,Taylor Swift
Raindrops,SNBRN
Tell Me Why (Taylor’s Version),Taylor Swift
Uptown Funk - Trinidad James Remix,Mark Ronson
Cinnamon Girl,Lana Del Rey
Du bist mein,Zuna
Titanium,David Guetta
Renegade,Big Red Machine
25k jacket,Gunna
Rule The World,2 Chainz
Broken Glass,Kygo
SPACE MAN,Sam Ryder
Tiefschwarz,Kontra K
You’re Not Sorry (Taylor’s Version),Taylor Swift
Let It All Work Out,Lil Wayne
Take It Out On Me,Justin Bieber
Stop The Rain,Ed Sheeran
LOOSE CHANGE,Brent Faiyaz
Black & Chinese,Huncho Jack
Snitches & Rats,21 Savage
SKYBOX,Gunna
Hurt Feelings,Mac Miller
papercuts,mgk
CANTARES DE NAVIDAD,Trio Vegabajeño
Brand New Draco,21 Savage
Dancing With The Devil,Demi Lovato
alotta cake,Gunna
Ich weiß nicht mal wie sie heißt,Capital Bra
La Haine,Luciano
Manslaughter,Pop Smoke
s!r!,thasup
Plastic Hearts,Miley Cyrus
Thunderous,Stray Kids
Euthanasia,Post Malone
White Dress,Lana Del Rey
Not In The Mood,Lil Tjay
Bloodstream,Ed Sheeran
Wildflower,5 Seconds of Summer
Sleigh Ride,Johnny Mathis
RONCA FREESTYLE,Bad Bunny
Before I Let Go - Homecoming Live Bonus Track,Beyoncé
Mon Ami,Samra
Girl From Rio,Anitta
New Normal,Khalid
Move Ya Hips,A$AP Ferg
Life is Beautiful,Lil Peep
Everlong,Foo Fighters
One Call,Gunna
Sie ruft,Apache 207
90-60-111,Shirin David
ALL MINE,Brent Faiyaz
Solo Pienso En Ti,Paulo Londra
Hop Off A Jet,Young Thug
Asesina,Brytiago
Verde,J Balvin
die first,Nessa Barrett
REMIX,Daddy Yankee
Matrix,Apache 207
break da law,21 Savage
Tricheur,Nekfeu
Come Back to Earth,Mac Miller
Highlights,Kanye West
C7osure (You Like),Lil Nas X
Genius,Pop Smoke
All These Years,Camila Cabello
Mile High,James Blake
Change Locations,Drake
$ave Dat Money,Lil Dicky
I'd Do Anything To Make You Smile,Jack Harlow
MASSAGING ME,Future
mop,Gunna
Ain't No Saint,Peg Parnevik
Dans l'espace,Gambi
No Way!,Bazzi
Selfish,PnB Rock
Tilidin Weg,Bonez MC
Hundred,Khalid
working,Tate McRae
Driving Home For Christmas - 2009 Remastered Version,Chris Rea
Blanche,Maes
Puerto Rico,Fero47
Se Me Olvidó,Gera MX
Sex with My Ex,Lil Peep
Intro,Khalid
INSUPERABILE,Rkomi
White Walls,Macklemore & Ryan Lewis
LIFE AFTER SALEM,Lil Nas X
farfalle,sangiovanni
Majesty,Nicki Minaj
SCIENTIST,TWICE
Undeniable,Kygo
Kick The Dust Up,Luke Bryan
All Me,Drake
Whip,2 Chainz
Turn The Music Louder (Rumble),KDA
Love In Slow Motion,Ed Sheeran
HO PAURA DI USCIRE 2 - prod. Mace,MACHETE
Merry Xmas Everybody,Slade
when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi
Nothing Without Love,Nate Ruess
Stay (Don't Go Away),David Guetta
Numb / Encore,JAY-Z
Andere Welt,Capital Bra
Tints,Anderson .Paak
999,Selena Gomez
Genick,Loredana
CABRIOLET,Salmo
Floating Through Space,Sia
Young & Alive,Bazzi
Paris to Tokyo,Fivio Foreign
Fine By Me,Chris Brown
Paradise,BTS
Worst Day,Future
I Love You Dwayne,Lil Wayne
Komm Komm,Capital Bra
Yours,JIN
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money
Don't Be A Fool,Shawn Mendes
Tick Tock,Joji
abcdefu (angrier),GAYLE
Mess,Lil Wayne
Bloodstream,The Chainsmokers
Eye 2 Eye,Huncho Jack
Over Your Head,Future
Come Through,H.E.R.
DHL,Frank Ocean
Naked,Doja Cat
Santé,Stromae
Man of the Woods,Justin Timberlake
asmr,21 Savage
If You Know You Know,Pusha T
Heartbeat (BTS World Original Soundtrack),BTS
VOCE,Madame
vice city,XXXTENTACION
GOLD STACKS,Future
Tik Tok,Sfera Ebbasta
Might Not Give Up,A Boogie Wit da Hoodie
Alright,Kendrick Lamar
Ex Bitch,XXXTENTACION
Leaders,Lil Uzi Vert
Si Estuviésemos Juntos,Bad Bunny
HENTAI,ROSALÍA
In meinem Benz,AK AUSSERKONTROLLE
Jet Lag,Future
Love Runs Out,Martin Garrix
Tell It To My Heart,MEDUZA
Magic Shop,BTS
Fukk Sleep,A$AP Rocky
State Of Emergency,Logic
Animals - Original Mix,Martin Garrix
Consequences,Camila Cabello
When I Grow Up,NF
Strawberry Peels,Lil Uzi Vert
Greedy,Ariana Grande
I Wanna Rock,G-Eazy
Love Maze,BTS
#icanteven,The Neighbourhood
Busy Doin' Nothin',Ace Wilder
Christmas Time Is Here - Vocal,Vince Guaraldi Trio
Malibu,Migos
The Jackie,Bas
NO HALO,BROCKHAMPTON
Berlin lebt wie nie zuvor,Capital Bra
Sand In My Boots,Morgan Wallen
Stripes Like Burberry,Future
Frühstück in Paris,Capital Bra
That's What Love Is,Justin Bieber
Give Yourself A Try,The 1975
DAYWALKER!,mgk
Come Together - Remastered 2009,The Beatles
Scrape It Off,Pusha T
Costa Rica,Dreamville
Jopping,SuperM
PARA SIEMPRE,Daddy Yankee
The Rumbling (TV Size),SiM
XXL,Miksu / Macloud
Wassup,Lil Uzi Vert
Bad Girls,Lil Skies
Smithereens,Twenty One Pilots
Oh Na Na,Myke Towers
Thru Your Phone,Cardi B
Girls Like Us,Zoe Wees
Killer,Eminem
I Don’t Know Why,Imagine Dragons
Don't Say,The Chainsmokers
Dictadura,Anuel AA
Payday,Doja Cat
Life's A Mess II,Juice WRLD
Under Enemy Arms,Trippie Redd
COMO UN BEBÉ,J Balvin
Jealous,DJ Khaled
Take One,Kodak Black
Midnight Train,Sam Smith
734,Juice WRLD
Zoo York,Lil Tjay
Floor 555,XXXTENTACION
134340,BTS
Let's Dance - 1999 Remaster,David Bowie
EN CASITA,Bad Bunny
JACKBOYS,JACKBOYS
Been Like This,Doja Cat
Santa Baby,Eartha Kitt
Let Me Get Me,Selena Gomez
ODIO,J Balvin
Emoji A Chain,Migos
What You Need,Don Toliver
Hold That Heat,Southside
Berlin lebt,Capital Bra
Clueless,Polo G
Brush Em,Pop Smoke
Neon Gravestones,Twenty One Pilots
Essence,Wizkid
Show Yourself,Idina Menzel
Money Bag,Cardi B
Icy,Logic
Paradise,Khalid
STAI ZITTO,Salmo
Moon Relate,Lil Uzi Vert
Modern Day,Migos
CHIAMAMI PER NOME,Francesca Michielin
Happy Birthday,Sfera Ebbasta
Angst,Apache 207
Mahvettim,cakal
Goutte d’eau,Ninho
Present,Khalid
Love Scars 3,Trippie Redd
Cry About It Later,Katy Perry
Used 2,Lil Wayne
Pretend,Tinashe
HeMotions,Juice WRLD
Next,Ufo361
Checklist,Normani
Yesterday,David Guetta
Zu Ende,Samra
Shotz Fired,Bonez MC
A Sweeter Place,Selena Gomez
BaeBae,Samra
IL CIELO NELLA STANZA,Salmo
LO$ER=LO♡ER,TOMORROW X TOGETHER
One More Year,Tame Impala
Bezerk,Big Sean
Marlboro Rot,Samra
Abracadabra,Sfera Ebbasta
gun smoke,21 Savage
Push My Luck,The Chainsmokers
Levitating,Dua Lipa
Baby,Clean Bandit
Lonesome Train,Stan Kenton
The Search,NF
Flaws And Sins,Juice WRLD
Sehnsucht,Miksu / Macloud
Get Dripped,Lil Yachty
American Sports,Arctic Monkeys
Somebody's Watching Me,Rockwell
Bounce Back,Little Mix
Meet Me in the Hallway,Harry Styles
TRAGIC,The Kid LAROI
In the Dark,Camila Cabello
The Hills - Remix,The Weeknd
As the World Caves In,Matt Maltese
Adriana,RAF Camora
B.I.T.C.H.,Megan Thee Stallion
Higher We Go - Intro,Migos
Ya Salame,Luciano
Mona Lisa,Booba
Jersey,Future
Memories,Conan Gray
Black And White,Niall Horan
Extasy,187 Strassenbande
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco
Pressure,Martin Garrix
Don’t You (Taylor’s Version) (From The Vault),Taylor Swift
ball w/o you,21 Savage
TOP FLOOR,Gunna
Winter Wonderland,Connie Francis
100k Cash,Capital Bra
Demon,Lil Wayne
We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift
Love song,Lana Del Rey
My Only Wish (This Year),Natasha Nail
WHOLE LOTTA MONEY,BIA
Drown,Martin Garrix
Thing For You (With Martin Solveig),David Guetta
I Guess I Just Feel Like,John Mayer
Tout l'univers,Gjon's Tears
Shot in the Dark,John Mayer
Memory,Kane Brown
M' Manc (con Geolier & Sfera Ebbasta),Shablo
Real As It Gets,Lil Baby
Honest,The Chainsmokers
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland
Síguelo Bailando,Tropijazz
Summers Over Interlude,Drake
Riot,XXXTENTACION
865,Morgan Wallen
Quero Ver é Me Esquecer,Os Barões Da Pisadinha
Demons and Angels,A Boogie Wit da Hoodie
Pretty Little Fears,6LACK
Mask,Dream
WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish
No Opp Left Behind,21 Savage
Lance Individual,Jorge & Mateus
10 Years,Daði Freyr
Framed,Eminem
That’s It,Future
Booty,Jennifer Lopez
Jungle,Drake
Alleen,KC Rebell
Peta,Roddy Ricch
Stockholm Syndrome,One Direction
Pretty Boy,Joji
Gravity,Brent Faiyaz
Unholy,Miley Cyrus
Start This Shit Off Right,Lil Wayne
UP IN SMOKE,RIN
Heart Upon My Sleeve,Avicii
Revival (Interlude),Eminem
Sober,Lorde
MAMACITA,Tyga
Allein sein,Ufo361
Painting Pictures,Polo G
Don't Play,Anne-Marie
WIFI LIT,Future
Tap In,Saweetie
Ivy,Frank Ocean
Jay Jay,MERO
Emotions 2.0,Ufo361
Unsainted,Slipknot
I Love It When You Cry (Moxoki),Steve Aoki
Twenty One,Khalid
Kids Again,Sam Smith
BXL ZOO,Damso
Lost In Yesterday,Tame Impala
Bleed,A Boogie Wit da Hoodie
DEUX TOILES DE MER,Damso
out for the night,21 Savage
Come Thru,Summer Walker
Space Oddity - 2009 Remastered Version,David Bowie
Intro: Singularity,BTS
In Your Head,Eminem
Párteme La Cara,C. Tangana
SMASH!,XXXTENTACION
Deux frères,PNL
BLIND,DaBaby
Wer macht Para 2,Dardan
Happy Xmas (War Is Over),Miley Cyrus
Letzte Träne,Kontra K
Write On Me,Fifth Harmony
CUIDAO POR AHÍ,J Balvin
Kiss My (Uh Oh),Anne-Marie
Chasing Stars,Alesso
Girls Have Fun,Tyga
Snow On Tha Bluff,J. Cole
Wir sind Kral,Ufo361
Cambio,Ozuna
TELL ME WHY,The Kid LAROI
Because I Had You,Shawn Mendes
Mutual,Shawn Mendes
Do You Remember,Chance the Rapper
To the Bone,Pamungkas
Vida Louca,Mc Poze do Rodo
I Love Kanye,Kanye West
She Bad,Cardi B
Arcoíris,J Balvin
Trap This Way (This Way),Lil Uzi Vert
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby
Drive You Crazy,Pitbull
Bi Sonraki Hayatımda Gel,Murda
"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap
At Least For Now,Justin Bieber
GRoCERIES,Chance the Rapper
Euphoria,BTS
Monster,Red Velvet - IRENE & SEULGI
Wake Up Call,KSI
Lieben wir,Shirin David
valla nein!,KC Rebell
One Step Closer,Linkin Park
Time,Lil Baby
HIM,Sam Smith
before I close my eyes,XXXTENTACION
"Baby, You Make Me Crazy",Sam Smith
Paradigmas,Jorge & Mateus
Toy,Netta
Pablo,Rvssian
Feeling,Juice WRLD
LOST,NF
Particular Taste,Shawn Mendes
Mood Swings,A Boogie Wit da Hoodie
Motion,Khalid
Good Without,Mimi Webb
Only Want You,Rita Ora
Runaway,Lil Peep
Lottery,K CAMP
Offended,Eminem
Rockstar,Sfera Ebbasta
Diamonds,Megan Thee Stallion
Afterthought,Joji
Venice Bitch,Lana Del Rey
penhasco.,Luísa Sonza
Nuh Ready Nuh Ready,Calvin Harris
Teenagers,My Chemical Romance
The Hype,Twenty One Pilots
D.R.E.A.M.,Miley Cyrus
The Wolf,Mumford & Sons
Bad Reputation,Avicii
Hold The Line,Avicii
Neptun,KC Rebell
Groupie,Samir & Viktor
Motorcycle Patches,Huncho Jack
Nothing Left For You,Sam Smith
Verdansk,Dave
Burn Out,Martin Garrix
Vintage,RIN
Got The Guap,Lil Uzi Vert
Need Me,Eminem
MARYLEAN,MACHETE
Rich Rich,Ufo361
Body Moves,DNCE
Máquina do Tempo,Matuê
Broke Leg,Tory Lanez
Castle,Eminem
Enzo,DJ Snake
A Lie,French Montana
Milionària,ROSALÍA
Hollywood,Sfera Ebbasta
So What,BTS
Buss It,Erica Banks
RIP Luv,21 Savage
Houdini,KSI
Bounce Out With That FT. YBN Nahmir,DJ A1
Tunnel Vision (Outro),Pop Smoke
My Type,The Chainsmokers
All the Time,Zara Larsson
Open Wide,Calvin Harris
Why,Shawn Mendes
It's Time,Imagine Dragons
LOSE IT,Quavo
"Two Birds, One Stone",Drake
Prayer In C,Lilly Wood and The Prick
Hallo Hallo,Azet
Love Thru The Computer,Gucci Mane
Close Friends (Lil Baby & Gunna),Lil Baby
More Than My Hometown,Morgan Wallen
Good Goodbye,Linkin Park
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep
Draco,Future
Blue Christmas,Michael Bublé
Into It,Camila Cabello
Cut You Off,Selena Gomez
Hardwired,Metallica
Weiss,Samra
Outstanding,Gunna
Kinda Crazy,Selena Gomez
Golden Trunks,Arctic Monkeys
LIGHTSKIN SH*T,DaBaby
Together,Sia
Zombie,The Cranberries
Warning,Morgan Wallen
Freestyle 4,Kanye West
Steppin On Niggas,21 Savage
Mejor,Dalex
AYA,Murda
Multi Millionaire,Lil Pump
Capital Bra je m'appelle,Capital Bra
I'm in Love,Kygo
Doch in der Nacht,Apache 207
How Did I Get Here,Offset
Speed It Up,Gunna
Hurts,Emeli Sandé
drunk face,mgk
I Can Show You,Lil Uzi Vert
Narrow Road,NLE Choppa
Shit Changed,Ufo361
Patience,Tame Impala
No Me Ame,Rvssian
Heat,Eminem
Jumpin on a Jet,Future
Risiko,Bonez MC
Casper,Takeoff
Never Know,Luciano
Dolly,Lil Tecca
Perfectly Wrong,Shawn Mendes
Back On Road,Gucci Mane
Perfect Strangers,Lil Wayne
Auto Pilot,Migos
All Night (BTS World Original Soundtrack) [Pt. 3],BTS
Bad Child,Tones And I
I Believe,Jonas Brothers
Contando Lunares,Don Patricio
Levitate,Twenty One Pilots
Something's Gotta Give,Camila Cabello
Down Like That,KSI
fuck 3x,thasup
I'm Up,Omarion
No More Parties In LA,Kanye West
Carry You Home,Zara Larsson
In My Head,Peter Manos
Broken Smile (My All),Lil Peep
Leave Me Alone,NF
Let It Be - Remastered,The Beatles
"Bad Girls, Good Vibes",Ufo361
Almeda,Solange
Kick It,BLACKPINK
Fabergé,RIN
Body Language,Kid Ink
Coco Mama,Dardan
Miracles (Someone Special),Coldplay
Freak,Doja Cat
Racks 2 Skinny,Migos
Ihr Hobby,Bonez MC
Gib Gas,Ufo361
Autre monde,PNL
Supercut,Lorde
Halfway Off The Balcony,Big Sean
Something Big,Shawn Mendes
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John
Best Song Ever,One Direction
Sasuke,Lil Uzi Vert
H <3 T E L,Dardan
How Bout Now,Drake
SoulMate,Justin Timberlake
Santa Baby,Michael Bublé
The Louvre,Lorde
Be Something,Polo G
Wesley's Theory,Kendrick Lamar
2012,Bausa
Feelings,Maroon 5
FLY,KC Rebell
Pain = BESTFRIEND,XXXTENTACION
Better To Lie,benny blanco
Kamikaze,MØ
All Day Long,Chance the Rapper
Reggaetón en lo Oscuro,Wisin & Yandel
What's the Use?,Mac Miller
Raffaello,Shindy
I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,Avicii
La vie qu'on mène,Ninho
Orlando,XXXTENTACION
CC,Migos
Inside Out,Camila Cabello
HaifischNikez Allstars,LX
The greatest,Lana Del Rey
La ragazza con il cuore di latta,Irama
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey
SKRR,KALIM
PUNANI,6ix9ine
Gib Ihm,Shirin David
Cheirosa - Ao Vivo,Jorge & Mateus
Hit My Line,Logic
Who Do You Think Of?,M.O
Coffee,Miguel
BLAME IT ON BABY,DaBaby
It Won't Kill Ya,The Chainsmokers
Derdim Olsun,Reynmen
Sad Song,Alesso
Gifted,Cordae
Can I,Kehlani
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty
Dumb Blonde,Avril Lavigne
Royalty,XXXTENTACION
Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty
Huncho Jack,Huncho Jack
Forever Young,BLACKPINK
Break Up Song,Little Mix
Hunger,Florence + The Machine
Feed Me Dope,Future
The Motion,Drake
ICONIC (ft. Jaden Smith),Logic
Queen,Shawn Mendes
I'm Fine,BTS
Feelin' Myself,will.i.am
Hey Ho,Freddy Kalas
Sunset,Dreamville
Blanka,PNL
Girls in the Hood,Megan Thee Stallion
Homerun (Intro),Paulo Londra
Facts (Charlie Heat Version),Kanye West
Ring Ring,Juice WRLD
Hot Stuff,Kygo
Album of the Year - Freestyle,J. Cole
He Like That,Fifth Harmony
Arose,Eminem
Irina Shayk,Ufo361
Snake Skin,Trippie Redd
What Would Meek Do?,Pusha T
Chang,PNL
Out The Mud,Lil Baby
Ever Since New York,Harry Styles
if i were u,blackbear
RNP,Cordae
ROMEO & JULIET,Loredana
Surf,Young Thug
Parasite Eve,Bring Me The Horizon
Dope New Gospel,Lil Wayne
Dör för dig,Danny Saucedo
Tony Tone,A$AP Rocky
Crawling,Linkin Park
"Touchin, Lovin",Trey Songz
90MIN,Salmo
Bandito,Twenty One Pilots
Who's Laughing Now,Ava Max
California,Lana Del Rey
OKRA,"Tyler, The Creator"
Hurts Like Hell,Madison Beer
Trust Issues,Drake
What A Time,Julia Michaels
Cut My Lip,Twenty One Pilots
NENENE,Fero47
65th & Ingleside,Chance the Rapper
Dead Inside (Interlude),XXXTENTACION
RERUN,Quavo
Dime Si Te Acuerdas,Bad Bunny
Tú No Amas,Anuel AA
COMMANDO,Logic
Harder,Jax Jones
Buck Shots,A$AP Rocky
Leave The Night On,Sam Hunt
BIGGEST ALLEY OOP,Quavo
Revenge,P!nk
Jump Out The Window,Big Sean
El Manual,Anuel AA
CROWN,TOMORROW X TOGETHER
Que Le De,Rauw Alejandro
Nummer,Ufo361
Look What I Found,Lady Gaga
Young,The Chainsmokers
Battle Symphony,Linkin Park
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano
Ta To Gucci (Remix),Cauty
Radio Ga Ga - Live Aid,Queen
XO,John Mayer
Woman,Harry Styles
Det draaar,Axel Wikner
UnFazed,Lil Uzi Vert
Astronauts,Future
The World's First Ever Monster Truck Front Flip,Arctic Monkeys
Ganja Burn,Nicki Minaj
Pet Cheetah,Twenty One Pilots
Angels & Demons,jxdn
M.I.L.F. $,Fergie
If You’re Too Shy (Let Me Know) - Edit,The 1975
Fuego,DJ Snake
Ye vs. the People (starring TI as the People),Kanye West
What's the Move,Young Thug
Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça
Confía,Sech
Excitement,Trippie Redd
Toxic Waste,Trippie Redd
Boomerang,Imagine Dragons
Gan-Ga - Remix,Bryant Myers
Ingen annan rör mig som du,Norlie & KKV
!,Trippie Redd
Only Angel,Harry Styles
Bloom,Troye Sivan
Cash Out,Calvin Harris
Sciroppo,Sfera Ebbasta
House Every Weekend,David Zowie
Distorted Records,A$AP Rocky
Never Been In Love,Cobra Starship
Up To Something,Metro Boomin
Karaoke,Boomdabash
Two®,Lil Uzi Vert
Roli Glitzer Glitzer,Capital Bra
Outro: Tear,BTS
Donald Trump,Mac Miller
Cops Shot The Kid,Nas
I Did Something Bad,Taylor Swift
Benz Truck - гелик,Lil Peep
Not Nice,PARTYNEXTDOOR
Cry Alone,Lil Peep
Stamm Fort,Luchè
Nummer unterdrückt,Bonez MC
Dreams Money Can Buy,Drake
Love It If We Made It,The 1975
Puta Madre,RAF Camora
Roaring 20s,Panic! At The Disco
Mac 10,Trippie Redd
love yourself (interlude),XXXTENTACION
Só Quer Vrau,MC MM
The Return,Logic
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic
Borrowed Love,Metro Boomin
MiAMi,Tory Lanez
No Mediocre,T.I.
Miss You,Louis Tomlinson
Like That,Jack & Jack
Te Soñé de Nuevo,Ozuna
Pull Up N Wreck (& Metro Boomin),Big Sean
Aura,Ozuna
Papaoutai,Stromae
Silhouettes - Original Radio Edit,Avicii
TOOTIMETOOTIMETOOTIME,The 1975
As You Are,The Weeknd
Somebody Else,The 1975
Business Is Business (Lil Baby & Gunna),Lil Baby
Fuego,Eleni Foureira
Grandpa's Space Ship,Logic
untitled 01 | 08.19.2014.,Kendrick Lamar
Too Much Jewelry,Migos
Tempo,EXO
13 Beaches,Lana Del Rey
91's,PNL
Shake It Up,Trippie Redd
INTERNATIONAL GANGSTAS,Farid Bang
Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran
My Choppa Hate Niggas,21 Savage
Carry Me,Kygo
When You're Ready,Shawn Mendes
Clout,Ty Dolla $ign
Rich Sex,Nicki Minaj
Prayers Up,Calvin Harris
Balenciaga Challenge,6LACK
Go Hard or Go Home,Wiz Khalifa
Drifting,G-Eazy
Cara Italia,Ghali
These Walls,Kendrick Lamar
Bleed It Out,Linkin Park
Have Yourself a Merry Little Christmas,Diana Krall
Here Comes The Sun - Remastered,The Beatles
Tesla,Capo Plaza
Valentine,5 Seconds of Summer
Dancing's Not A Crime,Panic! At The Disco
Death Of A Bachelor,Panic! At The Disco
Love Of My Life - Remastered 2011,Queen
Meer,Luciano
i Shyne,Carnage
Creep On Me,GASHI
Missing My Idols,Trippie Redd
Trivia 轉 : Seesaw,BTS
The Flute Song,Russ
From the Dining Table,Harry Styles
Yacht Club,Lil Yachty
Winterbreak - Tiësto's Deep House Remix,MUNA
Reaper,Sia
Quem Me Dera,Márcia Fellipe
UFF,Veysel
Last Day Alive,The Chainsmokers
Institutionalized,Kendrick Lamar
WTF (Where They From),Missy Elliott
YEAH RIGHT,Joji
Jettski Grizzley,Tee Grizzley
Somewhere I Belong,Linkin Park
Palace,Sam Smith
TEST DRIVE,Joji
Tonight Belongs To U!,Jeremih
Science Fiction,Arctic Monkeys
Respect,Aretha Franklin
Make It Back,Juice WRLD
Talking to Myself,Linkin Park
Pineapple,KAROL G
Every Other Freckle,alt-J
Seasons,Mozzy
Scars,Sam Smith
Faint,Linkin Park
For Real,Lil Uzi Vert
Cherry,Lana Del Rey
The Thrill Of It All,Sam Smith
Wake Up Alone,The Chainsmokers
Trivia 起 : Just Dance,BTS
I’ll Make It Up To You,Imagine Dragons
Marry Me,Thomas Rhett
Go Go,BTS
Yesterday - Remastered,The Beatles
Guiding Light,Mumford & Sons
Neon Guts,Lil Uzi Vert
Weekend,Mac Miller
Say You Do,Sigala
Rise Up,Imagine Dragons
Papercut,Linkin Park
Serendipity (Full Length Edition),BTS
Lucky Strike,Troye Sivan
Awful Things,Lil Peep
Not For Radio,Nas
Say Something Loving,The xx
Beautiful Trauma,P!nk
