title,author
If It Sounds Like a Quack...: A Journey to the Fringes of American Medicine,Matthew Hongoltz-Hetling
Dirty Laundry,Disha Bose
Poesy the Monster Slayer,Cory Doctorow
The Weaver and the Witch Queen,Genevieve Gornichec
The Graham Effect,Elle Kennedy
Kiss of the Blood Prince,Alessa Thorn
Don't Burn This Country: Surviving and Thriving in Our Woke Dystopia,Dave  Rubin
Interior Chinatown,Charles Yu
None of This Is True,Lisa Jewell
The Cat Man of Aleppo,Irene Latham
American Marxism,Mark R. Levin
The Awakening as Told by the Boys,Caroline Peckham
The Great Stink: How Joseph Bazalgette Solved London's Poop Pollution Problem,Colleen Paeff
Reef Road,Deborah Goodrich Royce
Demon Daughter,Lois McMaster Bujold
Bad Lands,Stacey Marie Brown
Searching for Savanna: The Murder of One Native American Woman and the Violence Against the Many,Mona Gable
Black Sunshine,Karina Halle
What Lies in the Woods,Kate Alice Marshall
"Saga, Volume 11",Brian K. Vaughan
Dead Lands,Stacey Marie Brown
Kurangaituku,Whiti Hereaka
Things Have Gotten Worse Since We Last Spoke and Other Misfortunes,Eric LaRocca
"Saga, Volume 10",Brian K. Vaughan
Wild Lands,Stacey Marie Brown
The Conjurer,Luanne G. Smith
Patricia Wants to Cuddle,Samantha  Allen
Trinity,Shayne Silvers
Savage Lands,Stacey Marie Brown
A Trial of Sorcerers,Elise Kova
"Wynd, Book One: The Flight of the Prince",James Tynion IV
Blood Lands,Stacey Marie Brown
The Great Sex Rescue: The Lies You've Been Taught and How to Recover What God Intended,Sheila Wray Gregoire
The Kind Worth Saving,Peter  Swanson
Marrow,Trisha Wolfe
I Will Judge You by Your Bookshelf,Grant Snider
Ruining Dahlia,C.R. Jane
A Game of Fate,Scarlett St.  Clair
Little Witch Hazel: A Year in the Forest,Phoebe Wahl
"Scattershot: Life, Music, Elton, and Me",Bernie Taupin
Uncultured: A Memoir,Daniella Mestyanek Young
The Roommate,Rosie Danan
"Political Prisoner: Persecuted, Prosecuted, but Not Silenced",Paul Manafort
Crooked Heart,Candace Wondrak
Murder Book,Thomas Perry
Fox Creek,William Kent Krueger
The Case Against the Sexual Revolution: A New Guide to Sex in the 21st Century,Louise Perry
Shadowed Heart,Candace Wondrak
Swamp Story,Dave Barry
"Dear William: A Father's Memoir of Addiction, Recovery, Love, and Loss",David  Magee
Strange Sally Diamond,Liz Nugent
The Incredible Winston Browne,Sean Dietrich
How to Raise an Elephant: No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency Series),Alexander McCall Smith
The Emperor's Sword,Andrew Klavan
The Cuban Heiress,Chanel Cleeton
Mrs. Porter Calling,A.J. Pearce
The Glamourist,Luanne G. Smith
A Kingdom of Ruin,K.F. Breene
Woke Racism: How a New Religion Has Betrayed Black America,John McWhorter
"Bad, Bad Seymour Brown",Susan Isaacs
Invisible Girl,Lisa Jewell
A Net for Small Fishes,Lucy Jago
Breath Better Spent: Living Black Girlhood,DaMaris B. Hill
A Throne of Ruin,K.F. Breene
What Is a Woman?: One Man's Journey to Answer the Question of a Generation,Matt  Walsh
The End of Her,Shari Lapena
Unbroken Bonds,J.  Bree
The Dancer and the Devil: Stalin and the Murder of Anna Pavlova,John E. O'Neill
Unnatural Death,Patricia Cornwell
The Beach at Summerly,Beatriz Williams
"Wow, No Thank You.: Essays",Samantha Irby
Forced Bonds,J.  Bree
Cotswolds Holiday,Kasey Stockton
The Perfect Neighborhood,Liz Alterman
Hotline,Dimitri Nasrallah
A Queen of Ruin,K.F. Breene
The Greatest Evil is War,Chris Hedges
Gone Tonight,Sarah Pekkanen
All Good People Here,Ashley Flowers
All Hail,J.  Bree
Lost in Trans Nation: A Child Psychiatrist's Guide Out of the Madness,Miriam Grossman
The Heiress,Rachel Hawkins
The Butcher of the Bay: Part I,J.  Bree
Find You First,Linwood Barclay
Tom Lake,Ann Patchett
Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans,Peter Schweizer
Things We Do in the Dark,Jennifer Hillier
Sunflower Sisters,Martha Hall Kelly
The Ruthless,J.  Bree
The Mistress of Bhatia House,Sujata Massey
Blood Bonds,J.  Bree
Nightwork,Nora Roberts
Happiness Falls,Angie  Kim
Shadows of Pecan Hollow,Caroline   Frost
"Everything I Learned, I Learned in a Chinese Restaurant",Curtis Chin
Savage Bonds,J.  Bree
Take Your Breath Away,Linwood Barclay
Fortune and Glory,Janet Evanovich
Wings of Fury,Emily R. King
Regressive,Angel Lawson
Look Closer,David Ellis
The Bread the Devil Knead,Lisa Allen-Agostini
The Split,Sharon J. Bolton
Game On: Tempting Twenty-Eight,Janet Evanovich
Dead of Spring: A Hades and Persephone Retelling,Colette Rhodes
The Local,Joey  Hartstone
"Waco Rising: David Koresh, the FBI, and the Birth of America's Modern Militias",Kevin Cook
Life Sentence,A.K.   Turner
It Ends With Violence,Elle Thorpe
The Soulmate,Sally Hepworth
Love Marriage,Monica Ali
The Lives of Edie Pritchard,Larry Watson
F*ckboy Psychos,C.M. Stunich
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers,Dane C. Ortlund
Unholy Terrors,C.M. Stunich
What Happened to the Bennetts,Lisa Scottoline
Northern Spy,Flynn Berry
Troubled: The Failed Promise of America's Behavioral Treatment Programs,Kenneth R. Rosen
The Foundling,Ann Leary
The Diamond Eye,Kate Quinn
"I Am a Girl from Africa: A Memoir of Empowerment, Community, and Hope",Elizabeth Nyamayaro
The Mermaid from Jeju,Sumi Hahn
Good Eggs,Rebecca Hardiman
