title,author
The Curious Incident of the Dog in the Night-Time,Mark Haddon
The Shadow of the Wind,Carlos Ruiz Zafón
"The Lion, the Witch and the Wardrobe",C.S. Lewis
Tuesdays with Morrie,Mitch Albom
The Unbearable Lightness of Being,Milan Kundera
On the Road,Jack Kerouac
The Name of the Rose,Umberto Eco
A Story of Yesterday,Sergio Cobo
The Godfather,Mario Puzo
Where the Red Fern Grows,Wilson Rawls
Holes,Louis Sachar
In Cold Blood,Truman Capote
Perfume: The Story of a Murderer,Patrick Süskind
The Scarlet Letter,Nathaniel Hawthorne
American Gods,Neil Gaiman
Fight Club,Chuck Palahniuk
The Five People You Meet in Heaven,Mitch Albom
The Divine Comedy,Dante Alighieri
Watchmen,Alan Moore
The Cat in the Hat,Dr. Seuss
Six of Crows,Leigh Bardugo
All Quiet on the Western Front,Erich Maria Remarque
"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder
"Hush, Hush",Becca Fitzpatrick
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett
Lonesome Dove,Larry McMurtry
Peter Pan,J.M. Barrie
The Addiction Manifesto,Jerry Weaver
Love in the Time of Cholera,Gabriel García Márquez
Insurgent,Veronica Roth
Catching Fire,Suzanne Collins
The Titan’s Curse,Rick Riordan
The Battle of the Labyrinth,Rick Riordan
A Walk to Remember,Nicholas Sparks
The Thorn Birds,Colleen McCullough
How the Grinch Stole Christmas!,Dr. Seuss
Clockwork Princess,Cassandra Clare
The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company
Shadow Kiss,Richelle Mead
Harry Potter and the Sorcerer's Stone,J.K. Rowling
The Sea of Monsters,Rick Riordan
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams
Their Eyes Were Watching God,Zora Neale Hurston
The Importance of Being Earnest,Oscar Wilde
Atonement,Ian McEwan
The Wonderful Wizard of Oz,L. Frank Baum
The Maze Runner,James Dashner
The Three Musketeers,Alexandre Dumas
"Eat, Pray, Love",Elizabeth Gilbert
The Lorax,Dr. Seuss
Goodnight Moon,Margaret Wise Brown
The Song of Achilles,Madeline Miller
Throne of Glass,Sarah J. Maas
The Secret History,Donna Tartt
The Haunting of Hill House,Shirley Jackson
A Midsummer Night’s Dream,William Shakespeare
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins
Frostbite,Richelle Mead
Murder on the Orient Express,Agatha Christie
Heart of Darkness,Joseph Conrad
Tess of the D’Urbervilles,Thomas Hardy
Bridge to Terabithia,Katherine Paterson
A Court of Mist and Fury,Sarah J. Maas
The Prophet,Kahlil Gibran
Blood Promise,Richelle Mead
The Call of the Wild,Jack London
The Good Earth,Pearl S. Buck
The Joy Luck Club,Amy Tan
The Night Circus,Erin Morgenstern
The Selection,Kiera Cass
Alice in Wonderland,Jane Carruth
The Silence of the Lambs,Thomas  Harris
The Phantom Tollbooth,Norton Juster
"Oh, the Places You’ll Go!",Dr. Seuss
Madame Bovary,Gustave Flaubert
The Neverending Story,Michael Ende
The Mists of Avalon,Marion Zimmer Bradley
Oliver Twist,Charles Dickens
The Diary of a Young Girl,Anne Frank
Treasure Island,Robert Louis Stevenson
Jonathan Livingston Seagull,Richard Bach
Ulysses,James Joyce
The Girl Who Played with Fire,Stieg Larsson
A Storm of Swords,George R.R. Martin
Fifty Shades of Grey,E.L. James
The Boy in the Striped Pajamas,John Boyne
Jurassic Park,Michael Crichton
Misery,Stephen King
Beloved,Toni Morrison
The Clan of the Cave Bear,Jean M. Auel
A Farewell to Arms,Ernest Hemingway
The Canterbury Tales,Geoffrey Chaucer
The Lost Hero,Rick Riordan
David Copperfield,Charles Dickens
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid
The World According to Garp,John Irving
A Little Princess,Frances Hodgson Burnett
Thirteen Reasons Why,Jay Asher
His Dark Materials (His Dark Materials #1-3),Philip Pullman
The Green Mile,Stephen King
Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire
Clockwork Prince,Cassandra Clare
The Chain Between Worlds,Johnathon Nicolaou
Shōgun,James Clavell
Schindler’s List,Thomas Keneally
Cinder,Marissa Meyer
The Silmarillion,J.R.R. Tolkien
The Velveteen Rabbit,Margery Williams Bianco
The Iliad / The Odyssey,Homer
The Trial,Franz Kafka
Extremely Loud & Incredibly Close,Jonathan Safran Foer
The Other Boleyn Girl,Philippa Gregory
Gone Girl,Gillian Flynn
Fallen,Lauren Kate
Howl’s Moving Castle,Diana Wynne Jones
Last Sacrifice,Richelle Mead
The Sun Also Rises,Ernest Hemingway
Man’s Search for Meaning,Viktor E. Frankl
A Confederacy of Dunces,John Kennedy Toole
The Secret Magdalene,Ki Longfellow
The Crucible: A Play in Four Acts,Arthur Miller
City of Fallen Angels,Cassandra Clare
Cat’s Cradle,Kurt Vonnegut Jr.
The Phantom of the Opera,Gaston Leroux
A Light in the Attic,Shel Silverstein
The Wind in the Willows,Kenneth Grahame
The Screwtape Letters,C.S. Lewis
Spirit Bound,Richelle Mead
The God of Small Things,Arundhati Roy
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom
Blindness,José Saramago
Girl with a Pearl Earring,Tracy Chevalier
Mockingjay,Suzanne Collins
A Clash of Kings,George R.R. Martin
Ella Enchanted,Gail Carson Levine
Uglies,Scott Westerfeld
The Wind-Up Bird Chronicle,Haruki Murakami
The Lord of the Rings,J.R.R. Tolkien
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan
The House of the Spirits,Isabel Allende
She’s Come Undone,Wally Lamb
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer
Shiver,Maggie Stiefvater
Norwegian Wood,Haruki Murakami
Marked,P.C. Cast
Speak,Laurie Halse Anderson
Crooked Kingdom,Leigh Bardugo
The Shack,William Paul Young
Fear and Loathing in Las Vegas,Hunter S. Thompson
The Sound and the Fury,William Faulkner
The Complete Calvin and Hobbes,Bill Watterson
For Whom the Bell Tolls,Ernest Hemingway
Island of the Blue Dolphins,Scott O'Dell
The Way of Kings,Brandon Sanderson
Kafka on the Shore,Haruki Murakami
Roots: The Saga of an American Family,Alex Haley
Paper Towns,John Green
Stranger in a Strange Land,Robert A. Heinlein
The Complete Sherlock Holmes,Arthur Conan Doyle
Othello,William Shakespeare
Into the Wild,Jon Krakauer
Inkheart,Cornelia Funke
The Idiot,Fyodor Dostoevsky
Neverwhere,Neil Gaiman
The Girl Who Kicked the Hornet’s Nest,Stieg Larsson
The Vampire Lestat,Anne Rice
Delirium,Lauren Oliver
The Things They Carried,Tim O'Brien
King Lear,William Shakespeare
Invisible Man,Ralph Ellison
Beautiful Disaster,Jamie McGuire
Uncle Tom’s Cabin,Harriet Beecher Stowe
White Oleander,Janet Fitch
Blood River: A Journey to Africa’s Broken Heart,Tim Butcher
Different Seasons,Stephen King
Foundation,Isaac Asimov
Never Let Me Go,Kazuo Ishiguro
Midnight Sun [2008 Draft],Stephenie Meyer
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot
"The Once and Future King (The Once and Future King, #1-4)",T.H. White
Wonder,R.J. Palacio
I Know This Much Is True,Wally Lamb
Ready Player One,Ernest Cline
The Historian,Elizabeth Kostova
Flow Down Like Silver,Ki Longfellow
James and the Giant Peach,Roald Dahl
Shatter Me,Tahereh Mafi
Candide,Voltaire
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore
The Time Machine,H.G. Wells
Paradise Lost,John Milton
The Complete Works,William Shakespeare
The Son of Neptune,Rick Riordan
The Thirteenth Tale,Diane Setterfield
Heidi,Johanna Spyri
The Wise Man’s Fear,Patrick Rothfuss
The Mark of Athena,Rick Riordan
Leaves of Grass,Walt Whitman
City of Lost Souls,Cassandra Clare
The Final Empire,Brandon Sanderson
Me Before You,Jojo Moyes
Graceling,Kristin Cashore
"Are You There God? It’s Me, Margaret",Judy Blume
A Court of Thorns and Roses,Sarah J. Maas
The Cider House Rules,John Irving
’Salem’s Lot,Stephen King
The Martian,Andy Weir
East of Eden,John Steinbeck
Fangirl,Rainbow Rowell
Walden,Henry David Thoreau
Mrs. Dalloway,Virginia Woolf
Sophie’s World,Jostein Gaarder
Legend,Marie Lu
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg
The Hound of the Baskervilles,Arthur Conan Doyle
Hamlet,William Shakespeare
The Awakening,Kate Chopin
The Complete Maus,Art Spiegelman
All the Light We Cannot See,Anthony Doerr
The Cruel Prince,Holly Black
The Graveyard Book,Neil Gaiman
Do Androids Dream of Electric Sheep?,Philip K. Dick
Sophie’s Choice,William Styron
Middlemarch,George Eliot
Fifty Shades Darker,E.L. James
Stardust,Neil Gaiman
The Monster at the End of this Book,Jon Stone
The Prince of Tides,Pat Conroy
Things Fall Apart,Chinua Achebe
Dead Until Dark,Charlaine Harris
Black Beauty,Anna Sewell
Eleanor & Park,Rainbow Rowell
A Time to Kill,John Grisham
Number the Stars,Lois Lowry
Bridget Jones’s Diary,Helen Fielding
V for Vendetta,Alan Moore
The Magician’s Nephew,C.S. Lewis
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz
The Art of Racing in the Rain,Garth Stein
Franny and Zooey,J.D. Salinger
The Witches,Roald Dahl
The Gunslinger,Stephen King
American Psycho,Bret Easton Ellis
Beowulf,Unknown
White Fang,Jack London
Allegiant,Veronica Roth
A Short History of Nearly Everything,Bill Bryson
Love You Forever,Robert Munsch
If I Stay,Gayle Forman
The Power of One,Bryce Courtenay
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling
The Complete Novels,Jane Austen
War and Peace,Leo Tolstoy
Gulliver’s Travels,Jonathan Swift
The Eye of the World,Robert Jordan
A Portrait of the Artist as a Young Man,James Joyce
Tuck Everlasting,Natalie Babbitt
Fifty Shades Freed,E.L. James
"A Child Called ""It""",Dave Pelzer
Bel Canto,Ann Patchett
It Ends with Us,Colleen Hoover
The House of Hades,Rick Riordan
11/22/63,Stephen King
Ignite Me,Tahereh Mafi
القرآن الكريم,Anonymous
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson
The Martian Chronicles,Ray Bradbury
Go Ask Alice,Beatrice Sparks
Cold Mountain,Charles Frazier
The Tell-Tale Heart and Other Writings,Edgar Allan Poe
As I Lay Dying,William Faulkner
Dark Lover,J.R. Ward
Inferno,Dante Alighieri
The Grapes of Wrath,John Steinbeck
Mansfield Park,Jane Austen
Cloud Atlas,David Mitchell
Steppenwolf,Hermann Hesse
The Hunchback of Notre-Dame,Victor Hugo
Tao Te Ching,Lao Tzu
Eldest,Christopher Paolini
Beautiful Creatures,Kami Garcia
A Separate Peace,John Knowles
Heir of Fire,Sarah J. Maas
Brisingr,Christopher Paolini
Obsidian,Jennifer L. Armentrout
The BFG,Roald Dahl
Robinson Crusoe,Daniel Defoe
Stargirl,Jerry Spinelli
A Good Girl's Guide to Murder,Holly  Jackson
Room,Emma Donoghue
The Amazing Adventures of Kavalier & Clay,Michael Chabon
A Little Life,Hanya Yanagihara
زندگی مه آلود پریا,سید مرتضی مصطفوی
The Amber Spyglass,Philip Pullman
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig
City of Heavenly Fire,Cassandra Clare
Doctor Zhivago,Boris Pasternak
The English Patient,Michael Ondaatje
Dear John,Nicholas Sparks
The Remains of the Day,Kazuo Ishiguro
The Firm,Robin Waterfield
Midnight’s Children,Salman Rushdie
Miss Peregrine's Home for Peculiar Children,Ransom Riggs
The Last Song,Nicholas Sparks
Red Queen,Victoria Aveyard
The Plague,Albert Camus
Flowers in the Attic,V.C. Andrews
Coraline,Neil Gaiman
Crescendo,Becca Fitzpatrick
Like Water for Chocolate,Laura Esquivel
Dragonfly in Amber,Diana Gabaldon
Midnight in the Garden of Good and Evil,John Berendt
My Ántonia,Willa Cather
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy
All the Bright Places,Jennifer Niven
Breakfast of Champions,Kurt Vonnegut Jr.
Breakfast at Tiffany’s and Three Stories,Truman Capote
The Origin of Species,Charles Darwin
Crown of Midnight,Sarah J. Maas
A Streetcar Named Desire,Tennessee Williams
Daughter of Smoke & Bone,Laini Taylor
The Prince,Niccolò Machiavelli
The Subtle Knife,Philip Pullman
Hopeless,Colleen Hoover
A Fine Balance,Rohinton Mistry
The One,Kiera Cass
Infinite Jest,David Foster Wallace
The Virgin Suicides,Jeffrey Eugenides
Carrie,Stephen King
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand
Where the Crawdads Sing,Delia Owens
Death of a Salesman,Arthur Miller
Circe,Madeline Miller
Pippi Longstocking,Astrid Lindgren
A Feast for Crows,George R.R. Martin
Evermore,Alyson Noel
I Know Why the Caged Bird Sings,Maya Angelou
Jonathan Strange & Mr Norrell,Susanna Clarke
The Scarlet Pimpernel,Emmuska Orczy
The Host,Stephenie Meyer
Queen of Shadows,Sarah J. Maas
Snow Flower and the Secret Fan,Lisa See
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson
The Angel Experiment,James Patterson
Anna and the French Kiss,Stephanie Perkins
Pet Sematary,Stephen King
Matched,Ally Condie
Artemis Fowl,Eoin Colfer
We Were Liars,E. Lockhart
The Raven Boys,Maggie Stiefvater
"Faust, First Part",Johann Wolfgang von Goethe
High Fidelity,Nick Hornby
Northanger Abbey,Jane Austen
The Shipping News,Annie Proulx
The Tales of Beedle the Bard,J.K. Rowling
The Chosen,Chaim Potok
Shantaram,Gregory David Roberts
Persuasion,Jane Austen
The Hate U Give,Angie Thomas
Houdini Heart,Ki Longfellow
Waiting for Godot,Samuel Beckett
The Invisible Life of Addie LaRue,Victoria Schwab
Nineteen Minutes,Jodi Picoult
"Red, White & Royal Blue",Casey McQuiston
The Voyage of the Dawn Treader,C.S. Lewis
To the Lighthouse,Virginia Woolf
The Reader,Bernhard Schlink
Neuromancer,William Gibson
Redeeming Love,Francine Rivers
"I, Robot (Robot, #0.1)",Isaac Asimov
The Lost Symbol,Dan       Brown
The Age of Innocence,Edith Wharton
The Exorcist,William Peter Blatty
The Elephant Tree,R.D. Ronald
Dubliners,James Joyce
A Dance with Dragons,George R.R. Martin
The Waste Land,T.S. Eliot
The Return of the King,J.R.R. Tolkien
The Goldfinch,Donna Tartt
The Nightingale,Kristin Hannah
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells
The Republic,Plato
Betrayed,P.C. Cast
Emma,Jane Austen
A Court of Wings and Ruin,Sarah J. Maas
Lover Awakened,J.R. Ward
The Pearl,John Steinbeck
A Christmas Carol,Charles Dickens
The Twilight Collection,Stephenie Meyer
Night,Elie Wiesel
The Jungle,Upton Sinclair
City of Glass,Cassandra Clare
Voyager,Diana Gabaldon
Angels & Demons,Dan       Brown
Me Talk Pretty One Day,David Sedaris
The 5th Wave,Rick Yancey
Untamed,P.C. Cast
Snow Falling on Cedars,David Guterson
The Last Battle,C.S. Lewis
"I, Claudius",Robert Graves
Everything is Illuminated,Jonathan Safran Foer
A Room with a View,E.M. Forster
The Bad Beginning,Lemony Snicket
Bleak House,Charles Dickens
The War of the Worlds,H.G. Wells
The Elite,Kiera Cass
The Zombie Room,R.D. Ronald
The Complete Poems of Emily Dickinson,Emily Dickinson
A Discovery of Witches,Deborah Harkness
Chosen,P.C. Cast
The Woman in White,Wilkie Collins
World War Z: An Oral History of the Zombie War,Max Brooks
The Two Towers,J.R.R. Tolkien
Fourth Wing,Rebecca Yarros
انتحار فاشل,أحمد جمال الدين رمضان
Ugly Love,Colleen Hoover
The God Delusion,Richard Dawkins
Brideshead Revisited,Evelyn Waugh
North and South,Elizabeth Gaskell
Of Human Bondage,W. Somerset Maugham
The Witching Hour,Anne Rice
Sense and Sensibility,Jane Austen
العصبي,أحمد جمال الدين رمضان
Unwind,Neal Shusterman
The Inheritance Games,Jennifer Lynn Barnes
The Iron King,Julie Kagawa
Unravel Me,Tahereh Mafi
Bloodlines,Richelle Mead
Wizard's First Rule,Terry Goodkind
Snow Crash,Neal Stephenson
Shadow and Bone,Leigh Bardugo
Johnny Got His Gun,Dalton Trumbo
Vanity Fair,William Makepeace Thackeray
2001: A Space Odyssey,Arthur C. Clarke
Far From the Madding Crowd,Thomas Hardy
The Left Hand of Darkness,Ursula K. Le Guin
Bared to You,Sylvia Day
Torment,Lauren Kate
Words of Radiance,Brandon Sanderson
"Cry, the Beloved Country",Alan Paton
A Court of Mist and Fury,Sarah J. Maas
Cannery Row,John Steinbeck
Much Ado About Nothing,William Shakespeare
Macbeth,William Shakespeare
A Great and Terrible Beauty,Libba Bray
The Polar Express,Chris Van Allsburg
Are You My Mother?,P.D. Eastman
A Monster Calls,Patrick Ness
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer
Sarah's Key,Tatiana de Rosnay
Perfect Chemistry,Simone Elkeles
Anne of Avonlea,L.M. Montgomery
The Red Pyramid,Rick Riordan
Halfway to the Grave,Jeaniene Frost
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare
Little House on the Prairie,Laura Ingalls Wilder
The Summoning,Kelley Armstrong
Just Listen,Sarah Dessen
Chocolat,Joanne Harris
The Wicked King,Holly Black
The Horse and His Boy,C.S. Lewis
Angelfall,Susan Ee
Taming Flame,Therisa Peimer
Hyperion,Dan Simmons
Empire of Storms,Sarah J. Maas
Cutting for Stone,Abraham   Verghese
I'll Give You the Sun,Jandy Nelson
The Last Lecture,Randy Pausch
Little House in the Big Woods,Laura Ingalls Wilder
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson
Sabriel,Garth Nix
Silence,Becca Fitzpatrick
Call Me By Your Name,André Aciman
The Unbecoming of Mara Dyer,Michelle Hodkin
Twelfth Night,William Shakespeare
The Truth About Forever,Sarah Dessen
The Darkest Minds,Alexandra Bracken
No Country for Old Men,Cormac McCarthy
Nine Stories,J.D. Salinger
Du côté de chez Swann,Marcel Proust
Ishmael,Daniel Quinn
Cress,Marissa Meyer
The Queen of Nothing,Holly Black
The Westing Game,Ellen Raskin
Trainspotting,Irvine Welsh
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak
Lady Chatterley’s Lover,D.H. Lawrence
I Am Number Four,Pittacus Lore
Dead to the World,Charlaine Harris
The Goose Girl,Shannon Hale
The Last Unicorn,Peter S. Beagle
I Capture the Castle,Dodie Smith
Slammed,Colleen Hoover
The Art of War,Sun Tzu
Acheron,Sherrilyn Kenyon
Scarlet,Marissa Meyer
The Bronze Horseman,Paullina Simons
You Are Special,Max Lucado
The Hours,Michael Cunningham
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse
Cyrano de Bergerac,Edmond Rostand
Drums of Autumn,Diana Gabaldon
Speaker for the Dead,Orson Scott Card
The Silent Patient,Alex Michaelides
Julius Caesar,William Shakespeare
World Without End,Ken Follett
The Glass Menagerie,Tennessee Williams
The Talisman,Stephen King
Sapiens: A Brief History of Humankind,Yuval Noah Harari
The Arabian Nights,Anonymous
They Both Die at the End,Adam Silvera
We Need to Talk About Kevin,Lionel Shriver
A Wizard of Earthsea,Ursula K. Le Guin
Interpreter of Maladies,Jhumpa Lahiri
Hunted,P.C. Cast
Daisy Jones & The Six,Taylor Jenkins Reid
P.S. I Love You,Cecelia Ahern
The Queen of the Damned,Anne Rice
The Knife of Never Letting Go,Patrick Ness
A Dog's Purpose,W. Bruce Cameron
The Silver Chair,C.S. Lewis
Heartstopper: Volume One,Alice Oseman
The Bean Trees,Barbara Kingsolver
